playlist_year,track_name,album_name,album_release_date,track_duration_ms,track_popularity,artist_name,artist_id,artist_followers,artist_genres,artist_popularity
2021,Desire (with Sam Smith),Desire (with Sam Smith),2023-07-28,179161,72,Calvin Harris,7CajNmpbOovFoOoasH2HaY,22909767,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",87
2021,Like A G6 (with Naeleck),Like A G6 (with Naeleck),2024-05-10,148751,70,Timmy Trumpet,0CbeG1224FS58EUx4tPevZ,1196028,"['australian dance', 'big room', 'melbourne bounce', 'melbourne bounce international', 'pop dance']",73
2021,I'm Good (Blue),I'm Good (Blue),2022-08-26,175238,85,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,26345783,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",90
2021,Burning Wish,Burning Wish,2024-02-02,153557,57,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,92360,"['electro', 'hypertechno']",71
2021,Flashback,Flashback,2023-06-16,146206,55,Cartoon,2sf28o6euxEDpYkG9dMtuM,233225,['gaming edm'],62
2021,Boyz In Paris (with VINAI),Boyz In Paris (with VINAI),2023-07-28,151589,75,Marnik,6S3KljEiIOWoLMUyZrkQUc,138091,"['dutch house', 'hypertechno']",65
2021,Be The One,Be The One,2023-03-31,169852,69,Eli Brown,5lVNSw2GPci8kebrAQpZqU,133861,"['house', 'tech house', 'uk dance']",62
2021,Mockingbird,Mockingbird,2024-05-03,154838,76,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,7538607,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",84
2021,House Of Cards,House Of Cards,2024-05-31,132522,48,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,92360,"['electro', 'hypertechno']",71
2021,The Devil's Got A Deal,The Devil's Got A Deal,2023-11-24,211086,45,22Bullets,18006kpQI473m1ICcpimQ9,9303,"['sky room', 'slap house']",45
2021,Prada,Prada,2023-08-11,132359,83,cassö,5wCmhq5J2hPwL2r0eKurxn,73166,"['hypertechno', 'pop dance']",71
2021,Kabuki,Kabuki,2023-09-22,172137,53,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,92360,"['electro', 'hypertechno']",71
2021,Belly Dancer,Belly Dancer,2022-02-18,151475,77,Imanbek,5rGrDvrLOV2VV8SCFVGWlj,251654,"['electro house', 'pop dance', 'slap house']",72
2021,Creep - BYOR Remix,Creep (BYOR Remix),2022-09-16,156850,64,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,92360,"['electro', 'hypertechno']",71
2021,Kikada,Kikada,2024-08-23,183473,47,Sevek,0aOIluXr131XqrXFwFCFGT,22524,[],61
2021,Dancin (feat. Luvli) - Krono Remix,Dancin (feat. Luvli) [Krono Remix],2014-11-07,198053,75,Aaron Smith,77qukKzmdI5BeMBR7WGUrN,357627,['chicago house'],66
2021,Over Me,Over Me,2023-09-01,158540,42,Rudeejay,2zC8RU0p5FvJeCPPLVBR8K,29778,[],44
2021,Crush Me Down (You Spin Me Around),Crush Me Down (You Spin Me Around),2024-06-21,121232,60,Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,787639,"['big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",62
2021,Time Machine (with MSPUIYI),Time Machine (with MSPUIYI),2023-11-24,147310,50,Gammer,5nd7jnne7zbsV2J5jBKNOY,63795,"['deep happy hardcore', 'hardcore techno']",50
2021,Baby Don't Hurt Me,Baby Don't Hurt Me,2023-04-06,140017,82,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,26345783,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",90
2021,Solo,Solo,2024-04-26,171433,0,AXON,30CCJYbPamAqSZDzA1ESiF,1190,[],34
2021,Take me Home,Take me Home,2024-07-19,156377,51,BYOR,0Upxnyh9nIUNSOmNE8WF4R,31866,"['pop dance', 'russian edm']",66
2021,Mood,Mood,2024-09-13,137622,59,GYMBRO,1dVQrgVgad6dhS9ATZGy9D,23034,['hypertechno'],61
2021,Aria,Aria,2023-09-22,236065,62,Argy,1NaQOKgddaJipUtmptb7GI,171764,[],64
2021,Sleep,Sleep,2023-06-01,178235,61,ConKi,2oBcbbUQy8Md3FYXifyPTF,20135,[],65
2021,Lilith,Lilith,2023-10-13,179199,55,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,92360,"['electro', 'hypertechno']",71
2021,La Musique,La Musique,2024-03-22,142285,40,Brett Allen,7p4Qsh7osD5lvfk8X3LRex,9430,['speed house'],42
2021,Kolkata (Techno Version),Kolkata (Techno Version),2024-10-18,171428,47,KSHMR,2wX6xSig4Rig5kZU6ePlWe,1771016,"['big room', 'dutch house', 'edm', 'electro house', 'indian edm', 'pop dance', 'progressive electro house', 'slap house']",65
2021,Ferrari,Ferrari,2022-03-15,185661,25,James Hype,43BxCL6t4c73BQnIJtry5v,398694,"['deep groove house', 'house', 'pop dance', 'uk dance']",70
2021,Kingdom Party (with Naeleck),Kingdom Party (with Naeleck),2023-10-06,167846,43,Alfons,5f5mH9BDkeyXmDbzevu38d,118414,['melbourne bounce international'],59
2021,The Motto,The Motto,2021-11-04,164818,72,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,7538607,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",84
2021,I Like the Way you Kiss me - Techno Remix,I Like the Way you Kiss me (Techno Remix),2024-04-19,136615,56,Bombs Away,1YlyxjwYNSjBD0NAJGEfWB,53693,"['australian dance', 'melbourne bounce', 'melbourne bounce international']",51
2021,Seven Nation Army,Seven Nation Army,2021-01-22,156309,68,DJ Fluke,6CnCjQXjKiV9Ro5GGA8ztB,10859,[],55
2021,Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),2023-10-06,155905,81,Ofenbach,4AKwRarlmsUlLjIwt38NLw,631863,['pop dance'],74
2021,Day-O,Day-O,2024-09-20,163000,58,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,92360,"['electro', 'hypertechno']",71
2021,Tu Es Foutu,Tu Es Foutu,2022-09-15,123903,59,ConKi,2oBcbbUQy8Md3FYXifyPTF,20135,[],65
2021,Everyone Nose,Everyone Nose,2023-10-20,142456,42,Brett Allen,7p4Qsh7osD5lvfk8X3LRex,9430,['speed house'],42
2021,Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),2023-08-04,178156,79,BENNETT,1r43wW70tnGUauQYvY5w48,228029,['hypertechno'],71
2021,Neurose 2.0,Neurose 2.0,2023-06-23,146250,46,Flakkë,1sxPqLUpMnZDhO9QcMb7X1,22370,"['brazilian edm', 'brazilian house']",46
2021,Words (feat. Zara Larsson),Words (feat. Zara Larsson),2022-04-22,142677,74,Alesso,4AVFqumd2ogHFlRbKIjp1t,3941866,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",77
2021,Never Thought That I Could Die,Never Thought That I Could Die,2024-08-23,155586,60,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,92360,"['electro', 'hypertechno']",71
2021,Song Stuck In My Head,Song Stuck In My Head,2024-10-11,161463,52,Dubdogz,4cdyqaBREB68H77QKCrKP1,463860,"['brazilian bass', 'brazilian edm']",68
2021,Monster,Monster,2024-07-26,139783,41,Bombs Away,1YlyxjwYNSjBD0NAJGEfWB,53693,"['australian dance', 'melbourne bounce', 'melbourne bounce international']",51
2021,Love Tonight (David Guetta Remix Edit),Love Tonight (David Guetta Remix),2021-06-11,158095,74,Shouse,2TcGJdSOiOvITBzhvfX8XB,149084,['aussietronica'],66
2021,Same Heart,Same Heart,2024-10-03,152812,53,Zummer,5GL9tpTGMrbIjLzpHbZV4d,778,[],51
2021,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),2021-08-13,202735,79,Elton John,3PhoLpVuITZKcymswpck5b,13950301,"['glam rock', 'mellow gold', 'piano rock', 'rock']",84
2021,Thunder,Thunder,2021-05-07,160000,76,Gabry Ponte,5ENS85nZShljwNgg4wFD7D,573527,"['eurodance', 'italo dance', 'slap house']",76
2021,Finally,Finally,2024-08-29,215583,73,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,3849408,"['edm', 'pop dance', 'progressive electro house']",77
2021,Boomerang,Boomerang,2023-09-15,134769,38,Diego Miranda,58La32UtamIpPg8Ajm6FE6,12341,[],42
2021,Sweet Child O' Mine,Sweet Child O' Mine,2022-04-01,163204,45,The FifthGuys,0Jk0TeNXrhhwOMmR2nNyZR,37108,[],55
2021,Dry,Dry,2022-04-15,171176,36,GISHIN,53b5NwFZLCZySuNmbRvR0l,2064,[],36
2021,Open Your Eyes,Open Your Eyes,2023-10-20,180000,35,Jay Eskar,3gfKSkWsbRm1Iux4u3KhTh,20062,['future bounce'],38
2021,Heaven,Heaven,2023-05-05,174720,37,Achilles,1BgLi10FdtjQtMigV9Ddka,7652,[],40
2021,Smells Like Teen Spirit,Smells Like Teen Spirit,2023-12-15,160758,61,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,92360,"['electro', 'hypertechno']",71
2021,Living On The Road,Living On The Road,2023-08-24,137245,33,VARGENTA,4hg56haGFxxnKEt3AkW3fo,10546,['covertronica'],45
2021,SOS,SOS,2024-09-27,155624,43,AARMO,5DyZEhZu0XTYIt1FrQQjcO,709,[],34
2021,Call Me (with R3HAB & Timmy Trumpet),Call Me (with R3HAB & Timmy Trumpet),2022-01-14,178309,63,Gabry Ponte,5ENS85nZShljwNgg4wFD7D,573527,"['eurodance', 'italo dance', 'slap house']",76
2021,Paper Thin,Paper Thin,2024-08-09,154804,55,Julian Cross,1TRFjpBEneFJJloCqSC4sG,3595,[],47
2021,Escape (feat. Hayla),Escape (feat. Hayla),2022-03-11,240445,19,Kx5,2avRYQUWQpIkzJOEkf0MdY,83057,['melodic house'],57
2021,Dynamite,Dynamite,2024-06-07,172800,38,GISHIN,53b5NwFZLCZySuNmbRvR0l,2064,[],36
2021,Death Pact,Death Pact,2024-09-27,173538,50,Damn Low,5rC8rEWx5G70tXCDW8YFAT,259,[],36
2021,Do It To It,Do It To It,2021-08-20,157890,75,ACRAZE,4pnp4w9g30yLfVIAFnZMRd,136755,"['pop dance', 'tech house']",65
2021,Creep,Creep,2022-06-03,203225,54,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,92360,"['electro', 'hypertechno']",71
2021,SKYSCRAPER - Coachella Mix,SKYSCRAPER (Coachella Mix),2023-12-01,171132,43,Toby Gad,2v4e16xkId2E5YbYEWgPP8,9443,[],47
2021,Drop It Like It's Hot,Drop It Like It's Hot,2022-02-04,203769,49,CryJaxx,4FidvjA9dxE6bhpHGC6ns9,33246,['traprun'],51
2021,Rising Sun,Rising Sun,2024-02-23,166488,41,MSPUIYI,1kcyeJ6CdwVqRsKEmkb9Ul,4736,[],39
2021,Smooth Criminal,Smooth Criminal,2021-09-03,184683,44,CHENDA,38HqxBtUpMunEP3kKLjEby,10914,[],45
2021,Dangerous - Radio Version,Dangerous,2024-02-23,255264,39,GISHIN,53b5NwFZLCZySuNmbRvR0l,2064,[],36
2021,Somewhere Only We Know - Sped Up Version,Somewhere Only We Know (Sped Up Version),2023-11-30,113562,44,Umur Anil Gokdag,6TE5uKxtwtgJ2kcUNRhzJP,16411,['turkish edm'],61
2021,Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),2022-06-17,165752,78,Alok,0NGAZxHanS9e0iNHpR8f2W,11276328,"['electro house', 'pop nacional', 'slap house']",80
2021,Thanks a Lot,Thanks a Lot,2024-09-27,234240,43,ORLINSKI,6LpPib5Tc0lVvQVkWu1s8z,101,[],33
2021,Roses - Imanbek Remix,Roses (Imanbek Remix),2019-10-09,176840,77,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,1086869,"['melodic rap', 'slap house']",69
2021,Somedays,Somedays,2024-07-26,207168,78,Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,222722,"['house', 'pop dance', 'uk dance']",71
2021,Moth To A Flame (with The Weeknd),Moth To A Flame,2021-10-22,234000,10,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,3849408,"['edm', 'pop dance', 'progressive electro house']",77
2021,Your Love (9PM),Your Love (9PM),2021-01-15,150052,57,ATB,7jZM5w05mGhw6wTB1okhD9,407731,"['german dance', 'german techno', 'german trance', 'trance']",66
2021,Heartbeat,Heartbeat,2024-04-19,193684,38,Kozah,0g6PJw04eyN85JxQAGGdF4,9203,['melodic dubstep'],36
2021,Bucky Done Gun,Bucky Done Gun,2024-10-11,136240,31,Brett Allen,7p4Qsh7osD5lvfk8X3LRex,9430,['speed house'],42
2021,Playlist,Playlist,2024-09-13,151845,44,Remady,3JxNeLgMuJI0DEmDt9dLzc,50334,['slap house'],51
2021,"Disease - KATFYR ""Tokyo Bound"" Remix",Disease,2013-09-16,288867,45,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,92360,"['electro', 'hypertechno']",71
2021,All Around The World (La La La),All Around The World (La La La),2019-04-05,147840,71,R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,2556016,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",75
2021,Believe,Believe,2022-07-01,211500,34,The Late Night Project,7vmMpy0sV8E6kyruaJrgF9,15570,[],50
2021,Rattle Shake,Rattle Shake,2023-03-03,151933,37,MahyaaR,7gm7vtdfHnBTRxpzwMecbG,612,[],34
2021,One Final Dance,One Final Dance,2024-10-11,151000,52,Drenchill,3nmaO18tcMzfrrR7sdJHnH,30455,['pop edm'],56
2021,In My Mind,In My Mind,2018-06-08,184560,79,Dynoro,3v6Ji4uoWtKRkhuDUaxi9n,290370,['edm'],68
2021,Kids (feat. MKLA),Kids (feat. MKLA),2020-08-14,184687,58,KSHMR,2wX6xSig4Rig5kZU6ePlWe,1771016,"['big room', 'dutch house', 'edm', 'electro house', 'indian edm', 'pop dance', 'progressive electro house', 'slap house']",65
2021,Paradise (feat. Dermot Kennedy),Paradise,2020-10-30,167903,66,MEDUZA,0xRXCcSX89eobfrshSVdyu,828983,"['edm', 'pop dance', 'pop house', 'uk dance']",76
2021,Rasputin,Rasputin,2021-02-26,186209,78,Majestic,6QMABvTzixnxzsLYyhqRxI,83409,['uk dance'],66
2022,"I Love You, I'm Sorry",The Secret of Us,2024-06-21,157146,90,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,2864071,['alt z'],88
2022,Love Somebody,Love Somebody,2024-10-18,204828,84,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,10987568,['contemporary country'],91
2022,APT.,APT.,2024-10-18,169917,95,ROSÉ,3eVa5w3URK5duf6eyVDbu9,7632823,['k-pop'],82
2022,Disease,Disease,2024-10-25,229997,81,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,32416547,"['art pop', 'dance pop', 'pop']",92
2022,Taste,Short n' Sweet,2024-08-23,157279,82,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,14260468,['pop'],95
2022,Timeless (with Playboi Carti),Timeless,2024-09-27,256000,92,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,93543802,"['canadian contemporary r&b', 'canadian pop', 'pop']",96
2022,"Good Luck, Babe!","Good Luck, Babe!",2024-04-05,218423,94,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,3686982,['indie pop'],89
2022,BIRDS OF A FEATHER,HIT ME HARD AND SOFT,2024-05-17,210373,97,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,101433183,"['art pop', 'pop']",96
2022,A Bar Song (Tipsy),A Bar Song (Tipsy),2024-04-12,171291,87,Shaboozey,3y2cIKLjiOlp1Np37WiUdH,744170,"['modern country pop', 'pop rap']",80
2022,I Had Some Help (Feat. Morgan Wallen),F-1 Trillion,2024-08-15,178205,85,Post Malone,246dkjvS1zLTtiykXe5h60,45667234,"['dfw rap', 'melodic rap', 'pop', 'rap']",91
2022,That’s So True,The Secret of Us (Deluxe),2024-10-18,166300,85,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,2864071,['alt z'],88
2022,Die With A Smile,Die With A Smile,2024-08-16,251667,100,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,32416547,"['art pop', 'dance pop', 'pop']",92
2022,Please Please Please,Please Please Please,2024-06-06,186365,90,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,14260468,['pop'],95
2022,No One Noticed,Submarine,2024-05-31,236906,82,The Marías,2sSGPbdZJkaSE2AbcGOACx,1596553,"['bedroom pop', 'la indie']",78
2022,Sailor Song,Sailor Song,2024-07-26,211978,91,Gigi Perez,1iCnM8foFssWlPRLfAbIwo,424458,['bedroom pop'],80
2022,NEW DROP,HARDSTONE PSYCHO,2024-06-14,217333,85,Don Toliver,4Gso3d4CscCijv0lmajZWs,5191833,['rap'],88
2022,MILLION DOLLAR BABY,MILLION DOLLAR BABY,2024-04-26,155151,89,Tommy Richman,1WaFQSHVGZQJTbf0BdxdNo,744123,['chill abstract hip hop'],79
2022,Pink Pony Club,The Rise and Fall of a Midwest Princess,2023-09-22,258034,87,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,3686982,['indie pop'],89
2022,Lose Control,Lose Control,2023-06-23,210688,82,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,3267350,[],86
2022,Beautiful Things,Fireworks & Rollerblades,2024-04-05,180304,89,Benson Boone,22wbnEMDvgVIAGdFeek6ET,3815769,['singer-songwriter pop'],86
2022,Guess featuring billie eilish,Guess featuring Billie Eilish,2024-08-01,143330,87,Charli xcx,25uiPmTg16RbhZWAqwLBy5,4348820,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",89
2022,Not Like Us,Not Like Us,2024-05-04,274192,89,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,33798087,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",92
2022,Thick Of It (feat. Trippie Redd),Thick Of It (feat. Trippie Redd) / Low,2024-10-03,160842,80,KSI,1nzgtKYFckznkcVMR3Gg4z,2541236,"['social media pop', 'uk hip hop']",71
2022,Noid,Noid,2024-10-21,284363,82,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,17261006,"['hip hop', 'rap']",92
2022,Burning Down,Burning Down,2024-09-20,179437,75,Alex Warren,0fTSzq9jAh4c36UVb4V7CB,597934,"['gen z singer-songwriter', 'singer-songwriter pop']",77
2022,NIGHTS LIKE THIS,THE FIRST TIME,2023-11-10,86983,88,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,5786707,['australian hip hop'],85
2022,Tu Boda,Tu Boda,2024-09-26,225880,91,Oscar Maydon,3l9G1G9MxH6DaRhwLklaf5,2956128,['corrido'],87
2022,Austin (Boots Stop Workin'),What Happens Now?,2024-02-16,171782,88,Dasha,7Ez6lTtSMjMf2YSYpukP1I,244156,[],75
2022,Pink Skies,Pink Skies,2024-05-24,194920,86,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,5397269,['classic oklahoma country'],91
2022,Diet Pepsi,Diet Pepsi,2024-08-09,169697,88,Addison Rae,4gvjmrtzydbMpyJaXUtwvP,446556,['social media pop'],76
2022,Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),2024-05-16,210950,83,Luke Combs,718COspgdWOnwOFpJHRZHS,11616325,"['contemporary country', 'country']",87
2022,we can't be friends (wait for your love),eternal sunshine,2024-03-08,228639,81,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,100713239,['pop'],92
2022,Wind Up Missin’ You,Waves On A Sunset,2024-10-04,166666,77,Tucker Wetmore,4sCKpwwEsgReZxjtKFm2A0,238287,['modern country pop'],72
2022,Bed Chem,Short n' Sweet,2024-08-23,171869,91,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,14260468,['pop'],95
2022,Too Sweet,Unreal Unearth: Unaired,2024-08-19,251424,84,Hozier,2FXC3k01G6Gw61bmprjgqS,7987986,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",86
2022,Or What,Or What,2024-09-06,199165,78,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,8756229,"['memphis hip hop', 'rap']",80
2022,HOT TO GO!,The Rise and Fall of a Midwest Princess,2023-09-22,184841,89,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,3686982,['indie pop'],89
2022,WHATCHU KNO ABOUT ME (with Sexyy Red),WHATCHU KNO ABOUT ME (with Sexyy Red),2024-10-10,149461,62,GloRilla,2qoQgPAilErOKCwE2Y8wOG,1235143,['southern hip hop'],80
2022,It's ok I'm ok,It's ok I'm ok,2024-09-12,156521,86,Tate McRae,45dkTj5sMRSjrmBSBeiHym,6107011,['pop'],85
2022,Belong Together,Belong Together,2024-02-16,148317,83,Mark Ambor,11p2E654TTU8e0nZWBR4AL,519501,['singer-songwriter pop'],75
2022,WILDFLOWER,HIT ME HARD AND SOFT,2024-05-17,261466,92,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,101433183,"['art pop', 'pop']",96
2022,Saturn,Saturn,2024-02-22,186191,85,SZA,7tYKF4w9nC0nq9CsPZTHyP,23962144,"['pop', 'r&b', 'rap']",90
2022,Stargazing,Stargazing,2024-05-10,172533,89,Myles Smith,3bO19AOone0ubCsfDXDtYt,770748,['singer-songwriter pop'],79
2022,25,Last Lap,2024-10-11,180000,75,Rod Wave,45TgXXqMDdF8BkjA83OM7z,7961360,['florida rap'],82
2022,Si Antes Te Hubiera Conocido,Si Antes Te Hubiera Conocido,2024-06-21,195824,94,KAROL G,790FomKkXshlbRYZFtlgla,51524480,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",91
2022,Sympathy is a knife featuring ariana grande,Brat and it’s completely different but also still brat,2024-10-11,154126,80,Charli xcx,25uiPmTg16RbhZWAqwLBy5,4348820,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",89
2022,I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,218004,75,Taylor Swift,06HL4z0CvFAxyc27GXpf02,124809129,['pop'],100
2022,Juna,Charm,2024-07-12,195109,81,Clairo,3l0CmX0FuQjFxr8SK7Vqag,5407383,"['bedroom pop', 'indie pop', 'pov: indie']",82
2022,Scared To Start,Scared To Start,2024-01-12,159636,85,Michael Marcagi,4j96cMcT8GRi11qbvo1cLQ,197058,[],73
2022,Who,MUSE,2024-07-19,170887,92,Jimin,1oSPZhvZMIrWW5I41kPkkY,9717033,['k-pop'],88
2023,BIRDS OF A FEATHER,HIT ME HARD AND SOFT,2024-05-17,210373,97,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,101433183,"['art pop', 'pop']",96
2023,Espresso,Espresso,2024-04-12,175459,92,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,14260468,['pop'],95
2023,Beautiful Things,Beautiful Things,2024-01-18,180304,86,Benson Boone,22wbnEMDvgVIAGdFeek6ET,3815769,['singer-songwriter pop'],86
2023,As It Was,As It Was,2022-03-31,167303,26,Harry Styles,6KImCVD70vtIoJWnq6nGn3,33041999,['pop'],85
2023,Life,Life,2024-04-08,130000,67,ConKi,2oBcbbUQy8Md3FYXifyPTF,20135,[],65
2023,Cruel Summer,Lover,2019-08-23,178426,89,Taylor Swift,06HL4z0CvFAxyc27GXpf02,124809129,['pop'],100
2023,"Good Luck, Babe!","Good Luck, Babe!",2024-04-05,218423,94,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,3686982,['indie pop'],89
2023,Too Sweet,Unreal Unearth: Unheard,2024-03-22,251424,73,Hozier,2FXC3k01G6Gw61bmprjgqS,7987986,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",86
2023,Flowers,Flowers,2023-01-13,200454,23,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,24952223,['pop'],84
2023,Oh My Love,Oh My Love,2024-09-12,164516,63,ConKi,2oBcbbUQy8Md3FYXifyPTF,20135,[],65
2023,A Bar Song (Tipsy),A Bar Song (Tipsy),2024-04-12,171291,87,Shaboozey,3y2cIKLjiOlp1Np37WiUdH,744170,"['modern country pop', 'pop rap']",80
2023,STAY (with Justin Bieber),STAY (with Justin Bieber),2021-07-09,141805,78,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,5786707,['australian hip hop'],85
2023,Die With A Smile,Die With A Smile,2024-08-16,251667,100,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,32416547,"['art pop', 'dance pop', 'pop']",92
2023,Ocean,Ocean,2022-02-10,155072,56,ConKi,2oBcbbUQy8Md3FYXifyPTF,20135,[],65
2023,i like the way you kiss me,i like the way you kiss me,2024-03-19,142514,85,Artemas,0PCCGZ0wGLizHt2KZ7hhA2,973349,[],80
2023,Please Please Please,Please Please Please,2024-06-06,186365,90,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,14260468,['pop'],95
2023,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,148485,80,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,17568265,"['piano rock', 'pop']",85
2023,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),2022-09-22,156943,77,Sam Smith,2wY79sveU1sp5g7SokKOiI,24540545,"['pop', 'uk pop']",84
2023,Sleep,Sleep,2023-06-01,178235,61,ConKi,2oBcbbUQy8Md3FYXifyPTF,20135,[],65
2023,vampire,vampire,2023-06-30,219724,14,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,40848348,['pop'],89
2023,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),2021-08-13,202735,79,Elton John,3PhoLpVuITZKcymswpck5b,13950301,"['glam rock', 'mellow gold', 'piano rock', 'rock']",84
2023,greedy,greedy,2023-09-15,131872,86,Tate McRae,45dkTj5sMRSjrmBSBeiHym,6107011,['pop'],85
2023,I'll Be There,I'll Be There,2022-08-11,148315,56,ConKi,2oBcbbUQy8Md3FYXifyPTF,20135,[],65
2023,Paint The Town Red,Paint The Town Red,2023-08-04,231750,79,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,31696805,"['dance pop', 'pop']",87
2023,Ghost,Justice,2021-03-19,153190,68,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,78347662,"['canadian pop', 'pop']",91
2023,Lose Control,I've Tried Everything But Therapy (Part 1),2023-09-15,210688,89,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,3267350,[],86
2023,Let It Go,Let It Go,2023-02-16,168000,54,ConKi,2oBcbbUQy8Md3FYXifyPTF,20135,[],65
2023,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Highlights (Deluxe),2024-02-09,244684,64,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,93543802,"['canadian contemporary r&b', 'canadian pop', 'pop']",96
2023,I Had Some Help (Feat. Morgan Wallen),I Had Some Help,2024-05-10,178205,85,Post Malone,246dkjvS1zLTtiykXe5h60,45667234,"['dfw rap', 'melodic rap', 'pop', 'rap']",91
2023,Daylight,Daylight,2023-04-14,212953,82,David Kushner,33NVpKoXjItPwUJTMZIOiY,2421575,"['gen z singer-songwriter', 'singer-songwriter pop']",77
2023,Bubbly,Bubbly,2023-05-11,123000,53,ConKi,2oBcbbUQy8Md3FYXifyPTF,20135,[],65
2023,I'm Good (Blue),I'm Good (Blue),2022-08-26,175238,85,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,26345783,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",90
2023,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),2022-08-25,239317,79,Rema,46pWGuE3dSwY3bMMXGBvVS,5590386,"['afrobeats', 'nigerian pop']",79
